Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,CALPADS Fall 1 Certification Status (Y/N),,
2018-2019,19,64733,6016463,Los Angeles,Los Angeles Unified,Chatsworth Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,395,247,3,11,0,134,261,36,267,Y,
2018-2019,19,64733,6016471,Los Angeles,Los Angeles Unified,Cheremoya Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,273,161,1,21,0,132,174,61,188,Y,
2018-2019,19,64733,6016489,Los Angeles,Los Angeles Unified,Cienega Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,555,500,6,18,0,321,504,207,521,Y,
2018-2019,19,64733,6016497,Los Angeles,Los Angeles Unified,Cimarron Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,300,224,7,7,0,127,232,25,237,Y,
2018-2019,19,64733,6016505,Los Angeles,Los Angeles Unified,City Terrace Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,431,306,1,7,2,197,310,69,319,Y,
2018-2019,19,64733,6016513,Los Angeles,Los Angeles Unified,Clifford Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,142,98,1,8,0,61,99,17,103,Y,
2018-2019,19,64733,6016521,Los Angeles,Los Angeles Unified,Clover Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,570,134,0,6,0,106,150,66,189,Y,
2018-2019,19,64733,6016539,Los Angeles,Los Angeles Unified,Coeur D'Alene Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,579,84,1,7,0,56,88,39,119,Y,
2018-2019,19,64733,6016547,Los Angeles,Los Angeles Unified,Cohasset Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,514,451,4,10,0,270,459,216,472,Y,
2018-2019,19,64733,6016554,Los Angeles,Los Angeles Unified,Coldwater Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,677,603,6,16,0,336,603,235,617,Y,
2018-2019,19,64733,6016562,Los Angeles,Los Angeles Unified,Colfax Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1041,Locally funded,N,K,5,659,149,0,1,0,104,163,20,167,Y,
2018-2019,19,64733,6016570,Los Angeles,Los Angeles Unified,Coliseum Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,171,153,6,7,0,105,155,44,158,Y,
2018-2019,19,64733,6016604,Los Angeles,Los Angeles Unified,Commonwealth Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,620,526,4,12,0,305,529,218,550,Y,
2018-2019,19,64733,6016612,Los Angeles,Los Angeles Unified,Compton Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,327,308,12,40,0,208,309,127,314,Y,
2018-2019,19,64733,6016620,Los Angeles,Los Angeles Unified,Corona Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,795,723,8,10,11,425,730,240,753,Y,
2018-2019,19,64733,6016638,Los Angeles,Los Angeles Unified,Betty Plasencia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,550,494,3,10,0,314,497,166,504,Y,
2018-2019,19,64733,6016646,Los Angeles,Los Angeles Unified,Cowan Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,355,230,3,7,0,109,236,10,236,Y,
2018-2019,19,64733,6016653,Los Angeles,Los Angeles Unified,Crescent Heights Boulevard Elementary,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,5,346,319,3,13,0,187,327,43,327,Y,
2018-2019,19,64733,6016661,Los Angeles,Los Angeles Unified,Crestwood Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,408,250,1,1,0,144,269,17,273,Y,
2018-2019,19,64733,6016679,Los Angeles,Los Angeles Unified,Christopher Dena Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,434,407,2,12,0,287,408,137,419,Y,
2018-2019,19,64733,6016687,Los Angeles,Los Angeles Unified,Dahlia Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,420,85,1,1,0,54,92,12,96,Y,
2018-2019,19,64733,6016695,Los Angeles,Los Angeles Unified,Danube Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,343,232,1,8,0,120,243,45,250,Y,
2018-2019,19,64733,6016703,Los Angeles,Los Angeles Unified,Darby Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,438,223,4,4,0,110,233,38,247,Y,
2018-2019,19,64733,6016711,Los Angeles,Los Angeles Unified,Dayton Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,405,352,3,9,0,208,352,127,368,Y,
2018-2019,19,64733,6016729,Los Angeles,Los Angeles Unified,Dearborn Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1481,Locally funded,N,K,5,548,293,1,10,1,142,309,52,312,Y,
2018-2019,19,64733,6016737,Los Angeles,Los Angeles Unified,Del Amo Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,348,242,5,7,0,120,255,46,263,Y,
2018-2019,19,64733,6016745,Los Angeles,Los Angeles Unified,Delevan Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,481,272,0,4,0,114,286,48,293,Y,
2018-2019,19,64733,6016752,Los Angeles,Los Angeles Unified,Denker Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,742,530,3,26,0,266,561,177,593,Y,
2018-2019,19,64733,6016778,Los Angeles,Los Angeles Unified,Dixie Canyon Community Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1469,Locally funded,N,K,5,742,159,0,4,0,116,177,34,196,Y,
2018-2019,19,64733,6016786,Los Angeles,Los Angeles Unified,Dolores Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,554,431,1,4,0,242,452,67,457,Y,
2018-2019,19,64733,6016794,Los Angeles,Los Angeles Unified,Dominguez Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,500,414,4,21,0,229,440,99,445,Y,
2018-2019,19,64733,6016802,Los Angeles,Los Angeles Unified,Dorris Place Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,293,241,0,7,0,123,250,44,253,Y,
2018-2019,19,64733,6016810,Los Angeles,Los Angeles Unified,Tom Bradley Global Awareness Magnet,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,5,291,270,7,23,0,182,272,20,273,Y,
2018-2019,19,64733,6016828,Los Angeles,Los Angeles Unified,Dyer Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,654,542,14,20,1,312,570,192,588,Y,
2018-2019,19,64733,6016836,Los Angeles,Los Angeles Unified,Eagle Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,769,361,9,10,0,162,376,72,390,Y,
2018-2019,19,64733,6016844,Los Angeles,Los Angeles Unified,Eastman Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,743,697,9,25,0,443,698,326,707,Y,
2018-2019,19,64733,6016851,Los Angeles,Los Angeles Unified,El Dorado Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,413,338,3,15,0,200,339,157,359,Y,
2018-2019,19,64733,6016869,Los Angeles,Los Angeles Unified,El Oro Way Charter For Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1466,Locally funded,N,K,5,460,107,0,1,0,79,120,35,143,Y,
2018-2019,19,64733,6016877,Los Angeles,Los Angeles Unified,El Sereno Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,340,272,2,10,1,176,274,73,281,Y,
2018-2019,19,64733,6016885,Los Angeles,Los Angeles Unified,Elizabeth Learning Center,Unified School District,K-12 Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,12,"1,726","1,618",20,54,0,967,"1,622",336,"1,639",Y,
2018-2019,19,64733,6016893,Los Angeles,Los Angeles Unified,Elysian Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,316,200,0,7,0,133,200,47,202,Y,
2018-2019,19,64733,6016901,Los Angeles,Los Angeles Unified,Emelita Academy Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,No,N/A,N/A,N,K,5,372,231,2,29,0,134,248,66,257,Y,
2018-2019,19,64733,6016935,Los Angeles,Los Angeles Unified,Encino Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1471,Locally funded,N,K,5,595,124,3,0,0,91,132,34,150,Y,
2018-2019,19,64733,6016943,Los Angeles,Los Angeles Unified,Erwin Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,676,576,2,18,0,372,584,216,600,Y,
2018-2019,19,64733,6016950,Los Angeles,Los Angeles Unified,Eshelman Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,493,398,4,15,0,233,415,102,427,Y,
2018-2019,19,64733,6016968,Los Angeles,Los Angeles Unified,Euclid Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,755,662,6,21,2,400,665,228,679,Y,
2018-2019,19,64733,6016976,Los Angeles,Los Angeles Unified,Evergreen Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,672,641,10,20,3,436,644,205,647,Y,
2018-2019,19,64733,6016984,Los Angeles,Los Angeles Unified,Fair Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,760,668,4,39,0,378,670,169,684,Y,
2018-2019,19,64733,6016992,Los Angeles,Los Angeles Unified,Fairburn Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,447,71,2,0,0,36,75,67,119,Y,
2018-2019,19,64733,6017008,Los Angeles,Los Angeles Unified,Farmdale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,419,342,3,8,4,193,344,121,362,Y,
2018-2019,19,64733,6017016,Los Angeles,Los Angeles Unified,Fenton Avenue Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,30,Directly funded,Y,K,5,725,649,3,20,0,311,666,148,672,Y,
2018-2019,19,64733,6017024,Los Angeles,Los Angeles Unified,Fernangeles Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,559,508,3,9,0,281,509,193,524,Y,
2018-2019,19,64733,6017032,Los Angeles,Los Angeles Unified,Fifteenth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,491,441,6,11,0,313,443,117,448,Y,
2018-2019,19,64733,6017040,Los Angeles,Los Angeles Unified,Fifty-Fourth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,310,259,11,16,0,154,260,17,262,Y,
2018-2019,19,64733,6017057,Los Angeles,Los Angeles Unified,Fifty-Ninth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,280,265,6,14,0,155,269,90,275,Y,
2018-2019,19,64733,6017065,Los Angeles,Los Angeles Unified,Fifty-Second Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,729,682,10,54,0,434,684,330,707,Y,
2018-2019,19,64733,6017073,Los Angeles,Los Angeles Unified,Figueroa Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,487,460,4,33,0,317,461,167,474,Y,
2018-2019,19,64733,6017081,Los Angeles,Los Angeles Unified,Hillery T. Broadous Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,465,427,5,43,0,259,427,231,440,Y,
2018-2019,19,64733,6017099,Los Angeles,Los Angeles Unified,First Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,503,468,6,15,2,314,469,154,473,Y,
2018-2019,19,64733,6017115,Los Angeles,Los Angeles Unified,Fletcher Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,225,213,2,10,0,151,214,77,216,Y,
2018-2019,19,64733,6017123,Los Angeles,Los Angeles Unified,Florence Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,685,643,6,22,0,377,644,291,652,Y,
2018-2019,19,64733,6017131,Los Angeles,Los Angeles Unified,Ford Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,947,874,2,29,10,529,878,342,893,Y,
2018-2019,19,64733,6017149,Los Angeles,Los Angeles Unified,Forty-Ninth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,667,647,8,24,1,424,648,310,659,Y,
2018-2019,19,64733,6017156,Los Angeles,Los Angeles Unified,Forty-Second Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,184,170,1,11,0,133,173,25,174,Y,
2018-2019,19,64733,6017164,Los Angeles,Los Angeles Unified,Fourth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,475,430,6,15,4,256,434,140,436,Y,
2018-2019,19,64733,6017172,Los Angeles,Los Angeles Unified,Franklin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,511,146,1,2,0,93,160,43,176,Y,
2018-2019,19,64733,6017180,Los Angeles,Los Angeles Unified,Fries Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,463,433,2,28,0,244,433,167,440,Y,
2018-2019,19,64733,6017198,Los Angeles,Los Angeles Unified,Fullbright Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,435,373,1,10,0,223,376,151,389,Y,
2018-2019,19,64733,6017206,Los Angeles,Los Angeles Unified,Garden Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,368,328,0,17,0,211,329,118,336,Y,
2018-2019,19,64733,6017214,Los Angeles,Los Angeles Unified,Gardena Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,521,465,3,17,0,284,466,170,475,Y,
2018-2019,19,64733,6017222,Los Angeles,Los Angeles Unified,Gardner Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,408,200,5,2,0,134,215,83,229,Y,
2018-2019,19,64733,6017230,Los Angeles,Los Angeles Unified,Garvanza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,301,252,1,5,0,159,253,71,259,Y,
2018-2019,19,64733,6017248,Los Angeles,Los Angeles Unified,Gates Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,615,537,7,24,0,377,542,208,555,Y,
2018-2019,19,64733,6017255,Los Angeles,Los Angeles Unified,Gault Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,304,252,4,14,0,152,254,112,274,Y,
2018-2019,19,64733,6017263,Los Angeles,Los Angeles Unified,Germain Academy For Academic Achievement,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,527,308,5,5,0,185,324,52,330,Y,
2018-2019,19,64733,6017271,Los Angeles,Los Angeles Unified,Glassell Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,315,284,0,4,0,168,284,108,291,Y,
2018-2019,19,64733,6017289,Los Angeles,Los Angeles Unified,Gledhill Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,436,336,2,9,0,171,346,90,350,Y,
2018-2019,19,64733,6017297,Los Angeles,Los Angeles Unified,Glen Alta Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,168,155,2,3,0,95,155,27,155,Y,
2018-2019,19,64733,6017305,Los Angeles,Los Angeles Unified,Glenfeliz Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,298,190,0,11,0,107,199,32,202,Y,
2018-2019,19,64733,6017313,Los Angeles,Los Angeles Unified,Glenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,288,250,6,14,0,156,253,113,263,Y,
2018-2019,19,64733,6017321,Los Angeles,Los Angeles Unified,Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,727,682,3,13,0,452,683,245,694,Y,
2018-2019,19,64733,6017339,Los Angeles,Los Angeles Unified,Granada Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,401,239,2,2,0,148,253,51,265,Y,
2018-2019,19,64733,6017347,Los Angeles,Los Angeles Unified,Grand View Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,659,359,0,10,0,205,388,178,419,Y,
2018-2019,19,64733,6017354,Los Angeles,Los Angeles Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,476,441,0,9,0,265,444,192,454,Y,
2018-2019,19,64733,6017362,Los Angeles,Los Angeles Unified,Grape Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,492,478,13,31,0,335,479,162,483,Y,
2018-2019,19,64733,6017388,Los Angeles,Los Angeles Unified,Gridley Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,513,417,8,11,0,244,422,155,442,Y,
2018-2019,19,64733,6017396,Los Angeles,Los Angeles Unified,Griffin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,402,366,1,11,1,253,366,141,380,Y,
2018-2019,19,64733,6017404,Los Angeles,Los Angeles Unified,Gulf Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,759,658,5,13,0,385,664,269,681,Y,
2018-2019,19,64733,6017412,Los Angeles,Los Angeles Unified,Haddon Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,758,649,6,43,0,392,658,294,688,Y,
2018-2019,19,64733,6017420,Los Angeles,Los Angeles Unified,Halldale Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,497,411,1,9,0,236,436,117,439,Y,
2018-2019,19,64733,6017438,Los Angeles,Los Angeles Unified,Hamlin Charter Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1472,Locally funded,N,K,5,327,147,3,5,0,86,155,68,198,Y,
2018-2019,19,64733,6017446,Los Angeles,Los Angeles Unified,William R. Anton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,652,597,2,20,1,394,601,138,604,Y,
2018-2019,19,64733,6017453,Los Angeles,Los Angeles Unified,Hancock Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,712,199,0,2,0,147,228,173,334,Y,
